collection_no,occurrence_no,accepted_name,early_interval,late_interval,max_ma,min_ma,plng,plat,MAT,seasonal_temp,MAP,seasonal_precip
38680,691659,Rhamphorhynchus,Late Kimmeridgian,Early Tithonian,152.2,146.3,1.2802621819947,34.5467273926747,23.162578837076826,13.25146484375,2.29407802028921e-5,4.496109340834663e-5
74916,696063,Pterosauria,Late Oxfordian,NA,157.9,154.8,9.81052157641627,40.1566324368449,22.782233174641934,30.8074951171875,2.9999213438713926e-5,1.84375003300374e-5
75211,700080,Pterosauria,Late Valanginian,NA,139.8,132.6,9.86784775486308,41.7186485242327,20.53062082926434,37.852874755859375,2.5897714901172233e-5,2.5789696337597003e-5
75267,708973,Ornithocheirus,Barremian,NA,125.77,121.4,2.05601087603266,31.912786227487,22.644326782226585,20.6903686523437,2.956767866635346e-5,3.1611378290108405e-5
25073,711300,Pterosauria,Middle Campanian,Late Campanian,83.6,72.1,-74.9495602916702,35.3602220260612,21.82902679443361,21.505096435546903,2.2928655804813992e-5,2.3992363821889706e-5
47031,711553,Pterosauria,Hettangian,Sinemurian,201.4,192.9,0.145534427550858,-40.8929606779303,21.23757324218751,35.760101318359325,7.595171524599208e-6,1.483617472786133e-5
78922,735397,Nemicolopterus crypticus,Aptian,NA,121.4,113,118.420485479918,44.181089261269904,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
79488,739419,Beipiaopterus chenianus,Late Barremian,Early Aptian,125.77,119.5,122.008537074809,43.915662380033,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
79489,739423,Pterodactyloidea,Late Barremian,NA,125.77,121.4,112.552270401787,15.3632646215412,32.651030476888025,12.0128784179687,3.310361495323377e-5,9.080162971031319e-5
79518,739678,Pterosauria,Aptian,NA,121.4,113,118.722682446057,47.9350689278231,12.036175028483084,49.198577880859396,3.0074341642224074e-5,2.73423956969054e-5
79522,739686,Feilongus youngi,Late Barremian,Early Aptian,125.77,119.5,121.992770120981,43.8721812236494,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
79523,739687,Nurhachius ignaciobritoi,Aptian,NA,121.4,113,118.907227116062,45.1266786005897,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
79521,739688,Pterodactyloidea,Late Barremian,Early Aptian,125.77,119.5,122.39482820039,43.8313117136425,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
80889,755522,Pterosauria,Early Santonian,Middle Santonian,86.3,83.6,-54.2045552589949,32.1800622278141,29.79915008544924,23.8946533203125,3.7675770727219047e-5,2.98748127534054e-5
81086,757988,Ornithocheiridae,Aptian,Albian,121.4,100.5,3.67311819283406,1.57233762540781,30.005359903971367,7.4353332519531,3.738812855639632e-5,9.239275021855063e-5
59175,758414,Rhamphorhynchus,Late Kimmeridgian,NA,152.2,149.2,19.2106677615124,40.9503568870886,19.71503855387371,30.46829223632813,4.305832438452248e-5,3.15851029881742e-5
61449,773670,Pterosauria,Tuvalian,NA,233.4,227,18.5824934908942,27.9275039203186,31.2115468343099,30.6378173828125,7.4727696907454294e-6,1.0162835224036799e-5
83351,777000,Austriadraco dallavecchiai,Sevatian,NA,213.2,208.5,14.9075740465563,27.8307042196541,28.82405751546225,7.524261474609297,2.2497164877677268e-5,7.309850002457101e-5
83361,777078,Eudimorphodon,Alaunian,NA,216.7,213.2,15.3711450583473,24.2764578351913,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
83370,777079,Pterosauria,Alaunian,NA,216.7,213.2,15.5335250477441,24.2022207398556,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
83392,777273,Pterosauria,Alaunian,NA,216.7,213.2,15.5330777544445,24.2008793280542,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
83396,777314,Pterosauria,Alaunian,NA,216.7,213.2,15.3498454814577,24.2842318062484,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
83417,777437,Eudimorphodon rosenfeldi,Alaunian,NA,216.7,213.2,15.5826252998735,24.1895377048908,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
83418,777443,Eudimorphodon,Alaunian,Sevatian,216.7,208.5,15.5335897768558,24.2028068615439,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
83421,777444,Eudimorphodon,Alaunian,Sevatian,216.7,208.5,15.5826252998735,24.1895377048908,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
83471,777702,Preondactylus buffarinii,Alaunian,Sevatian,216.7,208.5,15.5322479224183,24.1987793170808,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
83740,778960,Pterosauria,Norian,NA,227,208.5,-42.1927533613876,11.6795783980581,37.709565734863304,14.4742736816406,1.6636097486255614e-6,5.951376124357922e-6
61330,781762,Pterosauria,Valanginian,Hauterivian,139.8,125.77,8.92450210308349,31.9535618193085,20.008320109049492,20.4971313476562,3.3280491000671944e-5,3.39539146807511e-5
84212,781885,Pterosauria,Late Hauterivian,Early Barremian,132.6,121.4,9.60448998209072,30.2801108434093,26.656938171386734,8.293212890625,3.2073905913421186e-5,5.29122862644726e-5
84273,782211,Radiodactylus langstoni,Early Albian,NA,113,109.9,-56.0761496484222,31.0741645138049,28.258780415852883,28.805145263671903,8.180756547441588e-6,2.003538872941137e-5
13286,783905,Pterosauria,Early Campanian,Middle Campanian,83.6,72.1,13.6661740523382,31.1002868052753,26.935161844889343,7.3933410644531,4.0373882863301944e-5,3.64715178875485e-5
67712,784441,Thalassodromeus sethi,Late Aptian,NA,119.5,113,-8.42823251522569,-8.92448798508169,31.1889358520508,10.7388305664062,3.6180544354835746e-5,7.95842193590524e-5
84697,785636,Pteranodon longiceps,Santonian,NA,86.3,83.6,-67.5248791486673,41.9988646842412,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
84698,785637,Pteranodon,Coniacian,Santonian,89.8,83.6,-66.5487363892087,42.1075051760637,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
68448,787664,Pteraichnus,Aptian,NA,121.4,113,7.83790102716643,31.4078133091329,23.44086863199872,20.335052490234396,2.5189677444359397e-5,3.8472630876640296e-5
85180,788574,Pteraichnus,Late Barremian,Early Aptian,125.77,119.5,9.35536931750975,32.1004787609678,20.325593566894543,19.0089111328125,3.04843201017017e-5,3.30594202750944e-5
85190,788612,Quetzalcoatlus northropi,Late Maastrichtian,NA,72.1,66,-81.4838471327984,36.4248212565471,22.056888834635426,31.304656982421903,1.819613536705825e-5,2.1358479898481178e-5
85961,792644,Pteraichnus koreanensis,Late Aptian,Early Albian,119.5,109.9,125.994934156235,42.8213512278238,15.413016255696634,39.5912780761719,4.998570602765539e-5,4.9869133363244994e-5
61889,794951,Pterosauria,Late Barremian,NA,125.77,121.4,8.36051098068353,30.332844742707,21.159819539388025,18.046234130859403,3.4501993316856286e-5,4.23535457230173e-5
86332,795258,Volgadraco bogolubovi,Early Campanian,NA,83.6,72.1,40.7136484846845,42.1490988950244,20.22784576416017,26.63296508789058,4.187248850939796e-5,2.0325409423094202e-5
86345,795303,Pterodactyloidea,Barremian,Early Aptian,125.77,119.5,-36.0966487822915,-38.8554983742067,17.015616353352875,16.431060791015604,3.420666447103335e-5,3.2131742045749006e-5
86513,796320,Herbstosaurus pigmaeus,Tithonian,NA,149.2,145,-31.6672713323613,-37.8413694807124,22.43622233072919,31.424011230468746,2.2223863519836113e-6,5.055205008375199e-6
86514,796321,Pterodaustro guinazui,Aptian,NA,121.4,113,-35.2673527219893,-34.4767716187716,25.65305226643879,29.3372192382813,4.842268651827907e-6,7.68809945839166e-6
87874,805166,Raeticodactylus filisurensis,Sevatian,Rhaetian,213.2,201.4,12.261979583005,28.2136113665219,27.186723327636727,8.794128417968796,1.5200411705033431e-5,3.606779546316828e-5
87875,805168,Caviramus schesaplanensis,Sevatian,Rhaetian,213.2,201.4,12.9294651034635,28.4108105178479,27.186723327636727,8.794128417968796,1.5200411705033431e-5,3.606779546316828e-5
87878,805205,Dimorphodon macronyx,Hettangian,Early Sinemurian,201.4,192.9,3.51743795166179,38.4999800538968,26.24881642659507,39.622711181640575,5.970385226798194e-6,4.6553657284675805e-6
56365,806359,Anhangueridae,Cenomanian,NA,100.5,93.9,-20.3782855344626,-9.31951367751649,33.5210383097331,5.2858276367188,4.650634390374979e-5,1.25231756387456e-4
48870,809323,Azhdarchidae,Late Campanian,Early Maastrichtian,83.6,66,2.48522388421063,34.1154312334226,22.455603535970077,13.4934387207032,4.585636073291728e-5,5.7283572459709803e-5
73862,811350,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,0.73509100147638,35.4369924204665,28.420439656575535,11.7198791503906,2.4804511895126776e-5,4.696662654168907e-5
77232,811351,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,0.39011674653016,35.4880524391697,28.420439656575535,11.7198791503906,2.4804511895126776e-5,4.696662654168907e-5
77233,811352,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,0.618820045771633,35.4729876695413,28.420439656575535,11.7198791503906,2.4804511895126776e-5,4.696662654168907e-5
88991,811353,Ornithocheiridae,Late Cenomanian,NA,100.5,93.9,1.34630885125839,35.0957377332368,28.420439656575535,11.7198791503906,2.4804511895126776e-5,4.696662654168907e-5
65421,811354,Ornithocheiroidea,Early Cenomanian,NA,100.5,93.9,0.383863911892742,35.496522959777,28.420439656575535,11.7198791503906,2.4804511895126776e-5,4.696662654168907e-5
28454,811564,Azhdarchidae,Late Campanian,NA,83.6,72.1,7.81890842431191,33.7530323319011,25.47133789062501,8.9791564941407,4.078706524524022e-5,2.26676875172416e-5
55334,812196,Pterosauria,Aptian,Albian,121.4,100.5,-68.6101614854065,40.6130132483723,21.973034159342465,34.160186767578125,5.102596522495636e-6,7.461079349013739e-6
61327,812445,Pterosauria,Late Barremian,NA,125.77,121.4,10.4306158867231,29.813150169940702,26.656938171386734,8.293212890625,3.2073905913421186e-5,5.29122862644726e-5
36368,816995,Ornithocheiridae,Early Barremian,NA,125.77,121.4,9.49711196210496,30.4065434103416,26.656938171386734,8.293212890625,3.2073905913421186e-5,5.29122862644726e-5
89871,817010,Pterosauria,Late Hauterivian,NA,132.6,125.77,9.10097139295527,31.0577847676109,23.389947509765634,18.942169189453203,3.484365682500842e-5,4.38240567746106e-5
89950,818232,Mythunga camara,Late Albian,NA,106.2,100.5,132.686389807995,-53.528328160579,9.301403299967472,41.338745117187486,4.466269213783865e-5,2.0942698029102798e-5
89951,818245,Anhangueridae,Middle Albian,Late Albian,109.9,100.5,127.210290792413,-55.2244872265911,10.094359334309917,48.0316162109375,2.5662873819480108e-5,1.2288648576941399e-5
89972,818294,Normannognathus wellnhoferi,Late Kimmeridgian,NA,152.2,149.2,9.25332954517002,41.1662051262819,21.18991495768231,28.7904052734375,3.2701098916732e-5,2.21349509956781e-5
89973,818295,Lophocratia,Albian,NA,113,100.5,-12.9753039785813,-12.8825859997002,29.003912862141952,14.681182861328097,3.453861117986198e-5,9.308539739499853e-5
89989,818650,Pterosauria,Early Campanian,NA,83.6,72.1,4.77372231340679,39.7069067303555,23.54996134440106,11.5133666992188,5.02001867062063e-5,5.1580282161012305e-5
89990,818651,Pterosauria,Late Campanian,NA,83.6,72.1,7.48848104864629,33.6590897025183,27.087612406412784,7.2247314453125,5.5508347638048385e-5,5.4528398322872804e-5
89991,818652,Hatzegopteryx thambema,Early Maastrichtian,NA,72.1,66,NA,NA,-4.82809041341144,33.61192321777342,0,0
13334,818653,Hatzegopteryx,Early Maastrichtian,NA,72.1,66,NA,NA,-4.82809041341144,33.61192321777342,0,0
89993,818660,Lonchognathosaurus acutirostris,Late Aptian,Albian,119.5,100.5,84.8004243697033,42.0811989060595,11.369218444824238,41.3507995605469,2.0233492023180595e-5,2.0951066289853757e-5
89993,818661,Pterosauria,Late Aptian,Albian,119.5,100.5,84.8004243697033,42.0811989060595,11.369218444824238,41.3507995605469,2.0233492023180595e-5,2.0951066289853757e-5
47146,818732,Tendaguripterus recki,Late Kimmeridgian,NA,152.2,149.2,16.9174304224086,-29.724684243015,26.155117289225267,29.0789184570313,8.92919294415151e-6,2.3482526216866942e-5
47154,818734,Pterodactylus,Tithonian,NA,149.2,145,17.2742871371179,-30.3060554648257,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
47160,818735,Pterodactylus,Tithonian,NA,149.2,145,17.2817283983539,-30.3085366523349,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
47160,818736,Pterosauria,Tithonian,NA,149.2,145,17.2817283983539,-30.3085366523349,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
47157,818737,Pterosauria,Tithonian,NA,149.2,145,17.2742871371179,-30.3060554648257,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
48346,818738,Pterosauria,Tithonian,NA,149.2,145,17.2742871371179,-30.3060554648257,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
89996,818739,Rhamphorhynchus,Tithonian,NA,149.2,145,17.2742871371179,-30.3060554648257,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
89996,818740,Rhamphorhynchoidea,Tithonian,NA,149.2,145,17.2742871371179,-30.3060554648257,28.67933298746747,31.2044677734375,6.9974228106654304e-06,1.9948851047502073e-5
89997,818741,Ornithocheirus,Cenomanian,Turonian,100.5,89.8,11.3484108540826,-24.513683095756,35.41293233235679,32.879791259765696,4.669255586028003e-6,9.853033560602809e-6
89998,818742,Dsungaripteridae,Hauterivian,Barremian,132.6,121.4,138.389607334045,46.0377664163923,17.049826558431,15.754211425781302,4.2925764015914566e-5,3.4913828130811405e-5
68447,819348,Pteraichnus,Berriasian,NA,145,139.8,7.84397447101311,33.4083833106013,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
90047,819349,Purbeckopus pentadactylus,Late Berriasian,NA,140.6,139.8,7.77757050671932,41.5294426873317,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
90049,819352,Pteraichnus parvus,Berriasian,NA,145,139.8,7.95811390249867,33.2501050306711,20.032736714680993,21.835418701171903,3.8050687938569666e-5,3.32671515934635e-5
52498,819353,Dromomeron romeri,Norian,NA,227,208.5,-48.8296550837719,11.4611065778754,37.41963348388674,15.528900146484297,1.6068300882447297e-6,7.052862317280527e-6
39160,819354,Dromomeron gregorii,Norian,NA,227,208.5,-51.708944720791,10.1886835636664,29.6817845662435,5.2905883789063,1.4622189689394995e-5,6.065055975845727e-5
22706,819355,Dromomeron gregorii,Carnian,Norian,237,208.5,-40.1783813843122,4.77518639168878,35.998737589518235,6.4819946289062,1.733963720447948e-5,5.57551141269208e-5
90075,819570,Pteranodontidae,Early Cenomanian,NA,100.5,93.9,-4.4563274858517,18.2642179886385,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
90076,819571,Apatorhamphus gyrostega,Early Cenomanian,NA,100.5,93.9,-4.4563274858517,18.2642179886385,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
90076,819572,Alanqa saharica,Early Cenomanian,NA,100.5,93.9,-4.4563274858517,18.2642179886385,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
90076,819573,Afrotapejara zouhri,Early Cenomanian,NA,100.5,93.9,-4.4563274858517,18.2642179886385,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
90076,819574,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,-4.4563274858517,18.2642179886385,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
90077,819575,Coloborhynchus moroccensis,Early Cenomanian,NA,100.5,93.9,-5.42119224671518,18.0699300845949,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
90078,819579,Ornithocheiridae,Early Cenomanian,NA,100.5,93.9,-4.4563274858517,18.2642179886385,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
90079,819580,Azhdarchidae,Early Cenomanian,NA,100.5,93.9,-4.4563274858517,18.2642179886385,32.386331176757835,9.508178710937496,4.036244120264601e-5,1.2618882978188145e-4
90189,820350,Montanazhdarcho minor,Campanian,NA,83.6,72.1,-78.5707800172129,55.6699356214712,11.145003255208348,24.319122314453153,4.64804952571285e-5,1.3511642464436597e-5
90213,820477,Neoazhdarchia,Barremian,NA,125.77,121.4,9.66578239883707,40.6360136601864,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
90306,820890,Istiodactylus latidens,Late Barremian,Early Aptian,125.77,119.5,9.66972528273948,40.6287866985723,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
90307,820891,Pterosauria,Barremian,NA,125.77,121.4,9.74941267514163,40.6859831421855,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
90308,820892,Pterosauria,Barremian,NA,125.77,121.4,9.61703450824572,40.6579845490873,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
90340,821004,Pterosauria,Late Barremian,Early Aptian,125.77,119.5,9.66740554035331,40.6323998456912,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
90342,821006,Caulkicephalus trimicrodon,Barremian,NA,125.77,121.4,9.86202394214037,40.6829273675241,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
53947,824331,Pterodactylus,Angulata,NA,201.4,199.5,9.54171714030603,37.2536960722462,27.789308166503908,39.7442321777344,1.2597510514448613e-5,1.933309886226196e-5
90871,824849,Nesodactylus hesperius,Late Oxfordian,NA,157.9,154.8,-49.72744687249,4.49839147480429,28.6935541788737,5.6477355957031,5.6675460600767246e-5,1.6247248470335765e-4
90872,824850,Cacibupteryx caribensis,Middle Oxfordian,Late Oxfordian,161.5,154.8,-50.5548315085475,3.85259383603123,29.248628234863293,3.4682312011719,5.0595710841797973e-5,1.2144209988118613e-4
90873,824851,Pterosauria,Middle Oxfordian,Late Oxfordian,161.5,154.8,-50.4920417559645,3.71945256892629,29.273352559407577,3.2615051269531,8.193188266147912e-5,1.845826896555995e-4
90874,824854,Rhamphorhynchinae,Late Kimmeridgian,NA,152.2,149.2,15.4533398195526,39.246366955256,20.290836588541694,30.1484069824219,3.972623562731315e-5,3.03409760817885e-5
90875,824855,Pterodactyloidea,Late Kimmeridgian,NA,152.2,149.2,15.8507908605201,39.0693568899345,20.290836588541694,30.1484069824219,3.972623562731315e-5,3.03409760817885e-5
67611,826860,Istiodactylus sinensis,Late Barremian,Early Aptian,125.77,119.5,122.41200462413,43.4900028679728,16.812099711100277,42.56231689453125,2.6489483692178815e-5,3.05641169688897e-5
91265,827898,Changchengopterus pani,Late Bathonian,Early Kimmeridgian,168.2,152.2,122.527851523489,41.7374712651575,15.439599609375007,42.22259521484375,3.475554459934452e-5,4.2637749174900805e-5
91411,829167,Noripterus complicidens,Valanginian,Barremian,139.8,121.4,92.6454452938298,48.9188105428132,8.00101114908856,46.5838012695313,1.602193932133864e-5,2.022432363446572e-5
